OBJECTID,RecordID,Name,Address_Line_1,Address_Line_2,Borough,Cuisine
2,50126747,"U"" LIKE CHINESE TAKE OUT""",4926 BROADWAY,"New York, NY 10034",Manhattan,Chinese
3,50136066,THE ONE CLUB,1 WALL STREET,"New York, NY 10005",Manhattan,Mediterranean
4,50018480,"W"" CAFE""",390 5 AVENUE,"New York, NY 10018",Manhattan,American 
5,50115654,10TH FL FOOD HALL ( DEUTSCHE BANK CAFE),10 COLUMBUS CIRCLE,"New York, NY 10019",Manhattan,American 
7,50112530,11:11 RESTAURANT LOUNGE,3964 10 AVENUE,"New York, NY 10034",Manhattan,Other
8,50117047,$1 PIZZA,333B AVENUE OF THE AMERICAS,"New York, NY 10014",Manhattan,Pizza
12,50093325,& PIZZA,63 WALL STREET,"New York, NY 10005",Manhattan,Pizza
14,50130973,16 Handles,325 AMSTERDAM AVENUE,"New York, NY 10023",Manhattan,Frozen Desserts
19,50115677,10TH FL CATERING,10 COLUMBUS CIRCLE,"New York, NY 10019",Manhattan,American 
22,50115657,11TH FL CLIENT DINING,10 COLUMBUS CIRCLE,"New York, NY 10019",Manhattan,American 
23,50121356,16TH FLOOR CAFE,320 PARK AVENUE,"New York, NY 10022",Manhattan,Other
24,50113240,3 TIMES,38 WATER STREET,"New York, NY 10004",Manhattan,Asian/Asian Fusion
25,50110715,123 MARKET PLACE,123 WILLIAM STREET,"New York, NY 10038",Manhattan,Asian/Asian Fusion
30,50059935,108 FOOD DRIED HOT POT,2794 BROADWAY,"New York, NY 10025",Manhattan,Chinese
31,50113589,375 CHICKEN N FRIES,649 9 AVENUE,"New York, NY 10036",Manhattan,Chicken
33,50044708,21 BAR,4318 BROADWAY,"New York, NY 10033",Manhattan,American 
35,50118526,2 BRYANT PARK CDR,1100 AVENUE OF THE AMERICAS,"New York, NY 10036",Manhattan,American 
36,50106822,21 GREENPOINT,30 ROCKEFELLER PLAZA,"New York, NY 10112",Manhattan,Tex-Mex
37,50088380,123 Burger Shot Beer,712 WEST  125 STREET,"New York, NY 10027",Manhattan,American 
40,50128888,180 BAR,4241 BROADWAY,"New York, NY 10033",Manhattan,Latin American
41,50091455,272 UPTOWN PIZZA,272 WEST  135 STREET,"New York, NY 10030",Manhattan,Pizza
42,50114109,2 BROS PIZZA / CARMENS KITCHEN,72 NASSAU STREET,"New York, NY 10038",Manhattan,Spanish
45,50114428,53,53 WEST   53 STREET,"New York, NY 10019",Manhattan,Asian/Asian Fusion
48,50113364,301 1ST AVE DORM,301 1 AVENUE,"New York, NY 10003",Manhattan,American 
53,50054535,THE COCK NYC,93 2 AVENUE,"New York, NY 10003",Manhattan,American 
54,50093886,220 CENTRAL PARK SOUTH,220 CENTRAL PARK SOUTH,"New York, NY 10019",Manhattan,American 
58,50134736,:3 COFFEE,29 WEST   21 STREET,"New York, NY 10010",Manhattan,Coffee/Tea
59,50100172,277 PARK AVENUE CAFE',277 PARK AVENUE,"New York, NY 10172",Manhattan,American 
60,50117652,5 OCLOCK SOMEWHERE,560 7 AVENUE,"New York, NY 10018",Manhattan,American 
64,50113322,3 TIMES,818 BROADWAY,"New York, NY 10003",Manhattan,Asian/Asian Fusion
65,50130331,5IVE SPICE,363 3 AVENUE,"New York, NY 10016",Manhattan,Southeast Asian
69,50125950,5 ESTRELLAS BAKERY AND RESTAURANT,3451 BROADWAY,"New York, NY 10031",Manhattan,Spanish
70,50110148,161 LAFAYETTE,161 LAFAYETTE STREET,"New York, NY 10013",Manhattan,Bottled Beverages
74,50117066,4 BOY 99 CENT PIZZA,252 WEST   31 STREET,"New York, NY 10001",Manhattan,Pizza
78,50120873,787 COFFEE CO,72 THOMPSON STREET,"New York, NY 10012",Manhattan,Coffee/Tea
80,50108087,5IVE SPICE,227 MULBERRY STREET,"New York, NY 10012",Manhattan,Asian/Asian Fusion
83,50118814,6TH FLOOR CAFE,250 VESEY STREET,"New York, NY 10281",Manhattan,American 
88,50120779,787 COFFEE,93 WORTH STREET,"New York, NY 10013",Manhattan,Coffee/Tea
89,50107446,5C Cafe,68 AVENUE C,"New York, NY 10009",Manhattan,Other
91,50123820,787 COFFEE,310 WEST   14 STREET,"New York, NY 10014",Manhattan,Coffee/Tea
92,50104959,7 ELEPHANTS,221 EAST BROADWAY,"New York, NY 10002",Manhattan,Thai
93,50136293,787 COFFEE ROASTERS,251 WEST   30 STREET,"New York, NY 10001",Manhattan,Coffee/Tea
94,50095342,787 COFFEE ROASTERS,101 2 AVENUE,"New York, NY 10003",Manhattan,Coffee/Tea
97,50069252,72 CIBAO RESTAURANT,72 CLINTON STREET,"New York, NY 10002",Manhattan,Latin American
98,50115163,8282,84 STANTON STREET,"New York, NY 10002",Manhattan,Korean
100,50100388,77 WEST BISTRO,77 WEST   66 STREET,"New York, NY 10023",Manhattan,American 
103,50107622,787 COFFEE,340 EAST   70 STREET,"New York, NY 10021",Manhattan,Coffee/Tea
107,50036292,A LA MODE SHOPPE,360 EAST   55 STREET,"New York, NY 10022",Manhattan,Frozen Desserts
109,50139385,8-BIT BITES,197 7 AVENUE,"New York, NY 10011",Manhattan,American 
110,50135943,A-JIAO SICHUAN CUISINE,1817 2 AVENUE,"New York, NY 10128",Manhattan,Chinese
111,50079290,886,26 SAINT MARKS PLACE,"New York, NY 10003",Manhattan,Asian/Asian Fusion
112,50127389,A.R.T SoHo (ROOFTOP),2 RENWICK STREET,"New York, NY 10013",Manhattan,Other
114,50124784,9 JONES,9 JONES STREET,"New York, NY 10014",Manhattan,Greek
115,50131131,ABITINO'S PIZZA,707 2 AVENUE,"New York, NY 10016",Manhattan,Pizza
124,50106402,99C PIZZA,246 EAST   14 STREET,"New York, NY 10003",Manhattan,Pizza
125,50115682,6TH FL TRADER CAFE,10 COLUMBUS CIRCLE,"New York, NY 10019",Manhattan,Coffee/Tea
126,50132389,888 HUDSON THAI,812 WEST  181 STREET,"New York, NY 10033",Manhattan,Thai
127,50136221,ABITINO'S PIZZA,5 WEST   51 STREET,"New York, NY 10019",Manhattan,Pizza
129,50014520,7 GRAMS CAFFE,275 7 AVENUE,"New York, NY 10001",Manhattan,Coffee/Tea
141,50117774,AHIMSA,204 EAST   38 STREET,"New York, NY 10016",Manhattan,Indian
145,50117133,AGATA & VALENTINA,1513 1 AVENUE,"New York, NY 10075",Manhattan,Sandwiches/Salads/Mixed Buffet
151,50106619,AJISAI JAPANESE FUSION,795 LEXINGTON AVENUE,"New York, NY 10065",Manhattan,Japanese
153,50123999,ALAMO DRAFTHOUSE CINEMAS,28 LIBERTY STREET,"New York, NY 10005",Manhattan,American 
154,50119261,AKDENIZ MEDITERRANEAN CUISINE,43 WEST   46 STREET,"New York, NY 10036",Manhattan,Mediterranean
156,50131082,ALBERT'S BAR,140 EAST   41 STREET,"New York, NY 10017",Manhattan,American 
159,50118280,ALEEF,333 WEST   39 STREET,"New York, NY 10018",Manhattan,Sandwiches/Salads/Mixed Buffet
162,50124034,787 COFFEE,256 WEST   15 STREET,"New York, NY 10011",Manhattan,Coffee/Tea
163,50140983,919 CAFE BY DB,919 3 AVENUE,"New York, NY 10022",Manhattan,American 
172,50123576,A'MORE CAFFE,150 EAST    2 STREET,"New York, NY 10009",Manhattan,Coffee/Tea
173,50015128,ALIDORO,18 EAST   39 STREET,"New York, NY 10016",Manhattan,Italian
178,50100947,ALIDORO,1 ROCKEFELLER PLAZA,"New York, NY 10020",Manhattan,Sandwiches/Salads/Mixed Buffet
180,50083467,AC HOTEL NEW YORK DOWNTOWN,151 MAIDEN LANE,"New York, NY 10038",Manhattan,American 
181,50134985,ALF BAKERY,75 9 AVENUE,"New York, NY 10011",Manhattan,Bakery Products/Desserts
183,50040217,AFRICA KINE,2267 ADAM CLAYTON POWELL JR BOULEVARD,"New York, NY 10030",Manhattan,African
184,50115291,ALIDORO,601 LEXINGTON AVENUE,"New York, NY 10022",Manhattan,Sandwiches
187,50139223,ADDEY ABABA ETHIOPIAN CUISINE,736 WEST  181 STREET,"New York, NY 10033",Manhattan,Ethiopian
188,50115043,ALL & SUNDRY,312 WEST   58 STREET,"New York, NY 10019",Manhattan,American 
196,50123914,ADYAR ANANDA BHAVAN,336 LEXINGTON AVENUE,"New York, NY 10016",Manhattan,Indian
198,50090591,AIYARA THAI,480 9 AVENUE,"New York, NY 10018",Manhattan,Thai
200,50118741,ACE'S PIZZA TAKE-OUT,30 ROCKEFELLER PLAZA,"New York, NY 10112",Manhattan,Pizza
202,50124074,AMBER,103 WEST   70 STREET,"New York, NY 10023",Manhattan,Asian/Asian Fusion
203,50062669,AMELIE WINE BAR,566 AMSTERDAM AVENUE,"New York, NY 10024",Manhattan,French
204,50119871,AFTERNOON,2785 BROADWAY,"New York, NY 10025",Manhattan,Donuts
205,50133647,"AL CORO,MEL'S, DISCOLO",85 10 AVENUE,"New York, NY 10011",Manhattan,Italian
209,50111125,AMERICAN BREW + PRESS,4 SOUTH STREET,"New York, NY 10004",Manhattan,American 
210,50114205,AI KI YA,41 WEST   33 STREET,"New York, NY 10001",Manhattan,Japanese
214,50125963,AINSLIE BOWERY,199 BOWERY,"New York, NY 10002",Manhattan,Other
227,50132006,ALI BABA MEDITERRANEAN CUISINE,224 EAST   53 STREET,"New York, NY 10022",Manhattan,Mediterranean
235,50137539,Angelina Gelateria,6 WEST   32 STREET,"New York, NY 10001",Manhattan,Frozen Desserts
237,50129833,ANDY'S RESTAURANT,2262 3 AVENUE,"New York, NY 10035",Manhattan,Latin American
239,50129823,ANIXI,290 8 AVENUE,"New York, NY 10001",Manhattan,Vegetarian
244,50134186,ANGELINA PARIS,1121 LEXINGTON AVENUE,"New York, NY 10075",Manhattan,French
246,50110594,AMA ON DOWNING,39 DOWNING STREET,"New York, NY 10014",Manhattan,Seafood
249,50083160,ANGELO GORDON,245 PARK AVENUE,"New York, NY 10167",Manhattan,American 
253,50015159,AKAMI SUSHI,1771 1 AVENUE,"New York, NY 10128",Manhattan,Japanese
264,50131314,ANTO,243 EAST   58 STREET,"New York, NY 10022",Manhattan,Steakhouse
267,50117920,ARAMARK @ FISERV,1 BROADWAY,"New York, NY 10004",Manhattan,American 
270,50106453,ARANA EN EL JARDIN,511 EAST    5 STREET,"New York, NY 10009",Manhattan,Mexican
271,50077692,ALOFT HARLEM,2296 FREDERICK DOUGLASS BOULEVARD,"New York, NY 10027",Manhattan,American 
273,50125721,ARVA,730 5 AVENUE,"New York, NY 10019",Manhattan,Italian
277,50116479,ARVACI COFFEE,340 WEST   37 STREET,"New York, NY 10018",Manhattan,Coffee/Tea
280,50040181,AS IS,734 10 AVENUE,"New York, NY 10019",Manhattan,American 
282,50134113,AMBER,135 CHRISTOPHER STREET,"New York, NY 10014",Manhattan,Other
283,50038065,ANTOJITOS MEXICANO,511 WEST  181 STREET,"New York, NY 10033",Manhattan,Spanish
285,50111811,AMBO,55C EAST    8 STREET,"New York, NY 10003",Manhattan,Indian
286,50105207,AMANO CAFE,172 WEST    4 STREET,"New York, NY 10014",Manhattan,Coffee/Tea
287,50005067,AMERICAN WHISKEY,247 WEST   30 STREET,"New York, NY 10001",Manhattan,American 
289,50133359,AMMI,25 11 AVENUE,"New York, NY 10011",Manhattan,Bangladeshi
290,50133475,AMBRA,569 HUDSON STREET,"New York, NY 10014",Manhattan,Italian
295,50129280,AMPLE HILLS CREAMERY,526 AMSTERDAM AVENUE,"New York, NY 10024",Manhattan,Frozen Desserts
296,50115065,AMTRAK METROPOLITAN LOUNGE/MOYNIHAN TRAIN HALL,421 8 AVENUE,"New York, NY 10001",Manhattan,Sandwiches/Salads/Mixed Buffet
297,50043211,AMERITANIA BAR,230 WEST   54 STREET,"New York, NY 10019",Manhattan,American 
299,50118612,AMY'S BREAD @ CAFE AT 200 LEX,200 LEXINGTON AVENUE,"New York, NY 10016",Manhattan,Bakery Products/Desserts
302,50136102,AMZ JFK27 CAFE,424 5 AVENUE,"New York, NY 10018",Manhattan,American 
303,50124128,AMORE PIZZA CAFFE,370 WEST   58 STREET,"New York, NY 10019",Manhattan,Pizza
306,50132577,ANAR,935 AMSTERDAM AVENUE,"New York, NY 10025",Manhattan,Indian
307,50116426,ANA BAR AND EATERY,20 HUDSON YARDS,"New York, NY 10001",Manhattan,American 
310,50099734,AMUSE RESTAURANT,212 EAST   42 STREET,"New York, NY 10017",Manhattan,American 
314,50114232,ANAGRAMS (GOOGLE),111 8 AVENUE,"New York, NY 10011",Manhattan,Fusion
319,50121878,ARGO TRIBECA,181 DUANE STREET,"New York, NY 10013",Manhattan,Mediterranean
320,50129042,ARISTON FLOWERS & CAFE,78 5 AVENUE,"New York, NY 10011",Manhattan,Coffee/Tea
321,50139400,ANDIE'S EATS,185 BLEECKER STREET,"New York, NY 10012",Manhattan,Bakery Products/Desserts
322,50111857,ANDIAMO PIZZA,688 6 AVENUE,"New York, NY 10010",Manhattan,Pizza
325,50107075,ANGELINA,1050 6 AVENUE,"New York, NY 10018",Manhattan,Coffee/Tea
328,50115433,ANASSA,102 NORTH END AVENUE,"New York, NY 10282",Manhattan,Spanish
333,50033699,ANGEL OF HARLEM,2272 FREDERICK DOUGLASS BOULEVARD,"New York, NY 10027",Manhattan,Caribbean
334,50098458,ARTECHOUSE,75 9 AVENUE,"New York, NY 10011",Manhattan,Bottled Beverages
335,50125364,ANITA GELATO,1141 BROADWAY,"New York, NY 10001",Manhattan,Italian
337,50130040,Ankara #3,181 EAST HOUSTON STREET,"New York, NY 10002",Manhattan,Turkish
341,50107414,AU ZA'ATAR,1063 1 AVENUE,"New York, NY 10022",Manhattan,Middle Eastern
344,50111573,ANYTHING AT ALL,22 NORTH LOOP ROAD,"New York, NY 10044",Manhattan,American 
346,50117320,ANYTIME STREET,34 SAINT MARKS PLACE,"New York, NY 10003",Manhattan,Korean
355,50113061,ARAMARK@ACCENTURE #19261,395 9 AVENUE,"New York, NY 10001",Manhattan,American 
361,50117245,AVRILILILLYS CREAMERY,1610 AMSTERDAM AVENUE,"New York, NY 10031",Manhattan,Bakery Products/Desserts
365,50132215,APPAS PIZZA,210 1 AVENUE,"New York, NY 10009",Manhattan,Korean
366,50110212,ATTABOY COCKTAILS,134 ELDRIDGE STREET,"New York, NY 10002",Manhattan,Not Listed/Not Applicable
370,50131909,AU JUS WASHINGTON HEIGHTS,4232 BROADWAY,"New York, NY 10033",Manhattan,Barbecue
372,50141165,ANYTHING AT ALL,22 NORTH LOOP ROAD,"New York, NY 10044",Manhattan,American 
373,50131193,AUBI & RAMSA ICE CREAM,1165 BROADWAY,"New York, NY 10001",Manhattan,Frozen Desserts
375,50116092,ANGELINA BAKERY,1675 BROADWAY,"New York, NY 10019",Manhattan,Sandwiches/Salads/Mixed Buffet
376,50104779,AUNT JAKE'S,1555 2 AVENUE,"New York, NY 10028",Manhattan,Italian
380,50122596,B & B BAGELS,1370 1 AVENUE,"New York, NY 10021",Manhattan,Bagels/Pretzels
382,50113217,ARI SUSHI,402 WEST   44 STREET,"New York, NY 10036",Manhattan,Asian/Asian Fusion
385,50129048,ARORA,505 PARK AVENUE,"New York, NY 10022",Manhattan,American 
387,50125942,ARAGVI,230 EAST   44 STREET,"New York, NY 10017",Manhattan,Eastern European
388,50122580,ARTESANO,90 CHAMBERS STREET,"New York, NY 10007",Manhattan,Peruvian
389,50127623,ARTHUR & SONS NY ITALIAN,38 8 AVENUE,"New York, NY 10014",Manhattan,Italian
391,50097395,ARTICHOKE BASILLE'S PIZZA,1410 BROADWAY,"New York, NY 10018",Manhattan,Pizza
392,50131349,BAD ROMAN,10 COLUMBUS CIRCLE,"New York, NY 10019",Manhattan,Italian
396,50115909,Apr\xe9s,1 VANDERBILT AVENUE,"New York, NY 10017",Manhattan,American 
404,50011024,BAAZI NYC,2588 BROADWAY,"New York, NY 10025",Manhattan,Indian
407,50110670,ANYTIME BAR & BILLIARDS,112 WEST   30 STREET,"New York, NY 10001",Manhattan,American 
408,50125121,ROSIE'S PIZZA,1385 BROADWAY,"New York, NY 10018",Manhattan,Jewish/Kosher
410,50121987,APOTHEKE,9 WEST   26 STREET,"New York, NY 10010",Manhattan,Fusion
427,50063001,BAKED CRAVINGS,1673 LEXINGTON AVENUE,"New York, NY 10029",Manhattan,Bakery Products/Desserts
428,50131790,BAGGIOS PIZZERIA,162 7 AVENUE,"New York, NY 10011",Manhattan,Pizza
432,50119424,ARS NOVA THEATER,27 BARROW STREET,"New York, NY 10014",Manhattan,Other
433,50127385,ARLO BODEGA/FOXTAIL BAR,2 RENWICK STREET,"New York, NY 10013",Manhattan,American 
434,50137007,LEO CAFE @ ASIA SOCIETY,725 PARK AVENUE,"New York, NY 10021",Manhattan,Other
439,50118838,Aroma Coffee Shop,2132 2 AVENUE,"New York, NY 10029",Manhattan,Coffee/Tea
440,50120176,ARTBEAN COFFEE ROASTERS,19 DOYERS STREET,"New York, NY 10013",Manhattan,Coffee/Tea
443,50116682,BAMBINA BLUE,23 CLEVELAND PLACE,"New York, NY 10012",Manhattan,Frozen Desserts
447,50054435,ARTHOUSE HOTEL,2178 BROADWAY,"New York, NY 10024",Manhattan,Bottled Beverages
451,50090484,ASSET,329 COLUMBUS AVENUE,"New York, NY 10023",Manhattan,New American
455,50108717,BANDITS,44 BEDFORD STREET,"New York, NY 10014",Manhattan,American 
460,50059347,ATLA,372 LAFAYETTE STREET,"New York, NY 10012",Manhattan,Mexican
462,50084510,ATLAS KITCHEN,258 WEST  109 STREET,"New York, NY 10025",Manhattan,Chinese
468,50112571,AUNT BERNIE'S,513 3 AVENUE,"New York, NY 10016",Manhattan,French
473,50093429,BABS,72 MACDOUGAL STREET,"New York, NY 10012",Manhattan,English
482,50119605,BAGEL PUB,350 7 AVENUE,"New York, NY 10001",Manhattan,Bagels/Pretzels
483,50104992,AU JUS UPPER WEST SIDE,2621 BROADWAY,"New York, NY 10025",Manhattan,Barbecue
485,50120780,BAGEL PUB,418 6 AVENUE,"New York, NY 10011",Manhattan,Bagels/Pretzels
486,50128684,AUBI & RAMSA,36 LITTLE WEST   12 STREET,"New York, NY 10014",Manhattan,Frozen Desserts
491,50091389,"AUNTIE ANNE'S PRETZELS, CARVEL",151 WEST   34 STREET,"New York, NY 10001",Manhattan,Hotdogs/Pretzels
492,50128563,BAGEL TO SANDWICH,240 WEST   40 STREET,"New York, NY 10018",Manhattan,Bagels/Pretzels
495,50132757,"BAKED BY LUIGI, NYC PIZZA",221 EAST   23 STREET,"New York, NY 10010",Manhattan,Pizza
500,50118876,BAO BY KAYA,100 PEARL STREET,"New York, NY 10004",Manhattan,Asian/Asian Fusion
505,50128792,BAO BY KAYA,124 EAST   14 STREET,"New York, NY 10003",Manhattan,Chinese
513,50041630,BANH MI ZON,443 EAST    6 STREET,"New York, NY 10009",Manhattan,Asian/Asian Fusion
514,50115902,Avoca,1678 1 AVENUE,"New York, NY 10128",Manhattan,American 
516,50077803,AVO,263 11 AVENUE,"New York, NY 10001",Manhattan,Sandwiches/Salads/Mixed Buffet
518,50114977,AVOCADERIA,601 LEXINGTON AVENUE,"New York, NY 10022",Manhattan,American 
519,50124570,BARI BODEGA,873 BROADWAY,"New York, NY 10003",Manhattan,American 
520,50130405,AVO,245 5 AVENUE,"New York, NY 10016",Manhattan,Salads
521,50115621,BARKING DOG NYC,329 WEST   49 STREET,"New York, NY 10019",Manhattan,American 
522,50140972,BAR AVANT AT OLLY OLLY MARKET,601 WEST   26 STREET,"New York, NY 10001",Manhattan,Bottled Beverages
523,50093239,BARNARD COLLEGE - LIZ'S PLACE,3009 BROADWAY,"New York, NY 10027",Manhattan,Coffee/Tea
524,50115748,AweSum DimSum Times Square,612 8 AVENUE,"New York, NY 10018",Manhattan,Chinese
526,50120003,AZALEA CAFE NYC,409 EAST  116 STREET,"New York, NY 10029",Manhattan,Coffee/Tea
528,50093228,BARNARD COLLEGE - DIANA'S CENTER CAFE,3009 BROADWAY,"New York, NY 10027",Manhattan,American 
533,50109998,BAYA BAR,232 MULBERRY STREET,"New York, NY 10012",Manhattan,"Juice, Smoothies, Fruit Salads"
540,50107904,BANH,942 AMSTERDAM AVENUE,"New York, NY 10025",Manhattan,Asian/Asian Fusion
542,50115911,B'ARTUSI AND VIA PORTA,522 HUDSON STREET,"New York, NY 10014",Manhattan,American 
543,50056626,BB.Q CHICKEN,25 WEST   32 STREET,"New York, NY 10001",Manhattan,Korean
545,50123200,AVRA ESTIATORIO ROCKEFELLER CENTER,1271 AVENUE OF THE AMERICAS,"New York, NY 10020",Manhattan,Mediterranean
547,50073626,BAR PISELLINO,52 GROVE STREET,"New York, NY 10014",Manhattan,Italian
553,50111563,BARCLAYS RISE COFFEE BAR,43 WEST   23 STREET,"New York, NY 10010",Manhattan,Coffee/Tea
558,50067717,BEN AND JACKS STEAKHOUSE,219 EAST   44 STREET,"New York, NY 10017",Manhattan,Steakhouse
561,50124026,BARNEY BROWN,1410 BROADWAY,"New York, NY 10018",Manhattan,Sandwiches/Salads/Mixed Buffet
563,50100458,BERGDORF GOODMAN,745 5 AVENUE,"New York, NY 10151",Manhattan,American 
566,50105474,BARNJOO,816 6 AVENUE,"New York, NY 10001",Manhattan,Korean
568,50133301,BESSOU,25 11 AVENUE,"New York, NY 10011",Manhattan,Japanese
585,50102551,BALCONY LOUNGE,1000 5 AVENUE,"New York, NY 10028",Manhattan,American 
588,50120859,BAO BY KAYA,152 WEST   52 STREET,"New York, NY 10019",Manhattan,Chinese
592,50131998,BAN BAN SHOP,2911 BROADWAY,"New York, NY 10025",Manhattan,Fusion
593,50128737,BAO BY KAYA (Urban space),570 LEXINGTON AVENUE,"New York, NY 10022",Manhattan,Asian/Asian Fusion
597,50126424,BANGRAK THAI CUISINE,1750 2 AVENUE,"New York, NY 10128",Manhattan,Thai
600,50115321,BANQUET KITCHEN,438 WEST   33 STREET,"New York, NY 10001",Manhattan,Fusion
605,50012309,BIRCH COFFEE,134 1/2 EAST   62 STREET,"New York, NY 10065",Manhattan,Coffee/Tea
609,50115418,BIRD DOG,525 HUDSON STREET,"New York, NY 10014",Manhattan,Italian
611,50071055,BAO BAO NOODLE,106 GREENWICH STREET,"New York, NY 10006",Manhattan,Chinese
614,50005517,BLACK CRESCENT,76 CLINTON STREET,"New York, NY 10002",Manhattan,American 
615,50093232,BARNARD COLLEGE - MILSTEIN CENTER PEETS COFFEE,3009 BROADWAY,"New York, NY 10027",Manhattan,Coffee/Tea
616,50112175,BLACK LAB COFFEE,420 AMSTERDAM AVENUE,"New York, NY 10024",Manhattan,Coffee/Tea
617,50093227,BARNARD COLLEGE HEWITT DINING HALL,3009 BROADWAY,"New York, NY 10027",Manhattan,American 
619,50127443,HUUMA,122 MULBERRY STREET,"New York, NY 10013",Manhattan,Asian/Asian Fusion
620,50134983,BAYA BAR,111 EAST   14 STREET,"New York, NY 10003",Manhattan,"Juice, Smoothies, Fruit Salads"
621,50113036,BESSEMER TRUST CAFE,1271 AVENUE OF THE AMERICAS,"New York, NY 10020",Manhattan,American 
624,50124317,BAR 135,135 READE STREET,"New York, NY 10013",Manhattan,American 
625,50135432,BAYA BAR,305 WEST BROADWAY,"New York, NY 10013",Manhattan,"Juice, Smoothies, Fruit Salads"
628,50007475,BHATTI INDIAN GRILL,100 LEXINGTON AVENUE,"New York, NY 10016",Manhattan,Indian
632,50117241,BLANK STREET,172 9 AVENUE,"New York, NY 10011",Manhattan,Other
634,50122871,BLANK STREET,135 WILLIAM STREET,"New York, NY 10038",Manhattan,Coffee/Tea
635,50102392,BAR DECO (41st floor),175 GREENWICH STREET,"New York, NY 10007",Manhattan,American 
636,50117247,BING & NOODLES BY CHOW HOUSE,240 SULLIVAN STREET,"New York, NY 10012",Manhattan,Chinese
640,50035433,BAR HUGO,523 GREENWICH STREET,"New York, NY 10013",Manhattan,American 
643,50105047,THE LIONS BAR & GRILL,132 1 AVENUE,"New York, NY 10009",Manhattan,French
644,50070060,BEAUTY BAR,231 EAST   14 STREET,"New York, NY 10003",Manhattan,American 
645,50062378,BAR MOGA,128 WEST HOUSTON STREET,"New York, NY 10012",Manhattan,Japanese
650,50104394,BAR PASQUALE,98 KENMARE STREET,"New York, NY 10012",Manhattan,Italian
655,50128765,BAR VELOCE,245 BOWERY,"New York, NY 10002",Manhattan,Seafood
656,50107540,BBF,177 LUDLOW STREET,"New York, NY 10002",Manhattan,Japanese
657,50106489,BITES OF XI'AN,84 EAST   10 STREET,"New York, NY 10003",Manhattan,Chinese
660,50105272,BIXI,2164 FREDERICK DOUGLASS BOULEVARD,"New York, NY 10026",Manhattan,Other
662,50115352,BK JANI,601 LEXINGTON AVENUE,"New York, NY 10022",Manhattan,Pakistani
663,50116692,Be BacSoon,1488 2 AVENUE,"New York, NY 10075",Manhattan,Other
667,50105416,BELLA NOTTE PIZZERIA,104 AUDUBON AVENUE,"New York, NY 10032",Manhattan,Pizza
670,50034379,BLACK BARN,19 EAST   26 STREET,"New York, NY 10010",Manhattan,American 
673,50127894,BLANK STREET COFFEE,830 3 AVENUE,"New York, NY 10022",Manhattan,Coffee/Tea
676,50044852,BERLIN CURRYWURST,75 9 AVENUE,"New York, NY 10011",Manhattan,German
677,50128349,BELLINI,483 COLUMBUS AVENUE,"New York, NY 10024",Manhattan,Italian
678,50128013,BEST BAGELS,225 WEST   35 STREET,"New York, NY 10001",Manhattan,Bagels/Pretzels
681,50138829,BARANO2GO,30 VANDAM STREET,"New York, NY 10013",Manhattan,Pizza
682,50132319,BENNY JOHN'S BAR AND GRILL,8 EAST   48 STREET,"New York, NY 10017",Manhattan,American 
684,50102163,BARBUTO WEST,113 HORATIO STREET,"New York, NY 10014",Manhattan,Italian
691,50137271,BLACK PRESS COFFEE,1065 3 AVENUE,"New York, NY 10065",Manhattan,Coffee/Tea
693,50011221,BERON BERON,164 1 AVENUE,"New York, NY 10009",Manhattan,Japanese
694,50130366,BLACKROCK HY FOOD HALL,50 HUDSON YARDS,"New York, NY 10001",Manhattan,American 
698,50080478,BG EMPLOYEE CAFETERIA 4TH FL.,4 WEST   58 STREET,"New York, NY 10019",Manhattan,American 
700,50117965,BLANK STREET,1225 MADISON AVENUE,"New York, NY 10128",Manhattan,Coffee/Tea
703,50120967,BLANK STREET COFFEE,181 PRINCE STREET,"New York, NY 10012",Manhattan,Coffee/Tea
706,50123745,BLANK STREET COFFEE,125 CHURCH STREET,"New York, NY 10007",Manhattan,Coffee/Tea
709,50140897,BLOOMBERG,919 3 AVENUE,"New York, NY 10022",Manhattan,Other
710,50073099,BIRCH COFFEE,884 9 AVENUE,"New York, NY 10019",Manhattan,Coffee/Tea
712,50088359,BLT PRIME,1032 LEXINGTON AVENUE,"New York, NY 10021",Manhattan,American 
713,50074158,BARCLAYS - 745 CDR,745 7 AVENUE,"New York, NY 10019",Manhattan,American 
714,50133778,BIG WONG RESTAURANT,683 9 AVENUE,"New York, NY 10036",Manhattan,Chinese
720,50116638,BARRY'S,241 EAST   86 STREET,"New York, NY 10028",Manhattan,"Juice, Smoothies, Fruit Salads"
723,50112295,BIRCH COFFEE,360 WEST   33 STREET,"New York, NY 10001",Manhattan,Coffee/Tea
727,50122409,BB.Q CHICKEN 3RD AVENUE,383 3 AVENUE,"New York, NY 10016",Manhattan,Korean
729,50108490,BLUESTOCKINGS,116 SUFFOLK STREET,"New York, NY 10002",Manhattan,Coffee/Tea
730,50120115,BEAST & BUTTERFLIES,226 WEST   52 STREET,"New York, NY 10019",Manhattan,American 
731,50125890,BJORK CAFE & BISTRO,58 PARK AVENUE,"New York, NY 10016",Manhattan,Scandinavian
733,50131025,BEDFORD STUDIO,62 BEDFORD STREET,"New York, NY 10014",Manhattan,Coffee/Tea
735,50057837,BO'S BAGELS,235 WEST  116 STREET,"New York, NY 10026",Manhattan,Bagels/Pretzels
