full_name,day,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
TSUKIMI 228 EAST   10 STREET,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
LA TRATTORIA PIZZA 844 2 AVENUE,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
LA TRATTORIA PIZZA 844 2 AVENUE,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
LA TRATTORIA PIZZA 844 2 AVENUE,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
LA TRATTORIA PIZZA 844 2 AVENUE,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
LA TRATTORIA PIZZA 844 2 AVENUE,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LA TRATTORIA PIZZA 844 2 AVENUE,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LA TRATTORIA PIZZA 844 2 AVENUE,6,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
AMICI RISTORANTE 165 MULBERRY STREET,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
AMICI RISTORANTE 165 MULBERRY STREET,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
AMICI RISTORANTE 165 MULBERRY STREET,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
AMICI RISTORANTE 165 MULBERRY STREET,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
AMICI RISTORANTE 165 MULBERRY STREET,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
AMICI RISTORANTE 165 MULBERRY STREET,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
AMICI RISTORANTE 165 MULBERRY STREET,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
DENINO'S PIZZERIA & TAVERN 93 MACDOUGAL STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
DENINO'S PIZZERIA & TAVERN 93 MACDOUGAL STREET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
DENINO'S PIZZERIA & TAVERN 93 MACDOUGAL STREET,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
DENINO'S PIZZERIA & TAVERN 93 MACDOUGAL STREET,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
DENINO'S PIZZERIA & TAVERN 93 MACDOUGAL STREET,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
DENINO'S PIZZERIA & TAVERN 93 MACDOUGAL STREET,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
DENINO'S PIZZERIA & TAVERN 93 MACDOUGAL STREET,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
THE BLUE DOG COOKHOUSE AND BAR 308 WEST   50 STREET,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
THE BLUE DOG COOKHOUSE AND BAR 308 WEST   50 STREET,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
THE BLUE DOG COOKHOUSE AND BAR 308 WEST   50 STREET,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
THE BLUE DOG COOKHOUSE AND BAR 308 WEST   50 STREET,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
THE BLUE DOG COOKHOUSE AND BAR 308 WEST   50 STREET,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
THE BLUE DOG COOKHOUSE AND BAR 308 WEST   50 STREET,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
THE BLUE DOG COOKHOUSE AND BAR 308 WEST   50 STREET,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
DA ANDREA 35 WEST   13 STREET,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
DA ANDREA 35 WEST   13 STREET,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
DA ANDREA 35 WEST   13 STREET,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
DA ANDREA 35 WEST   13 STREET,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
DA ANDREA 35 WEST   13 STREET,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
DA ANDREA 35 WEST   13 STREET,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
DA ANDREA 35 WEST   13 STREET,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
LISA'S DUMPLINGS 1000S 8 AVENUE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
LISA'S DUMPLINGS 1000S 8 AVENUE,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
LISA'S DUMPLINGS 1000S 8 AVENUE,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
LISA'S DUMPLINGS 1000S 8 AVENUE,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
LISA'S DUMPLINGS 1000S 8 AVENUE,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
LISA'S DUMPLINGS 1000S 8 AVENUE,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
LISA'S DUMPLINGS 1000S 8 AVENUE,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
ZHONG ZHONG NOODLES 568 MAIN STREET,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
ZHONG ZHONG NOODLES 568 MAIN STREET,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
ZHONG ZHONG NOODLES 568 MAIN STREET,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
ZHONG ZHONG NOODLES 568 MAIN STREET,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
ZHONG ZHONG NOODLES 568 MAIN STREET,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
ZHONG ZHONG NOODLES 568 MAIN STREET,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
ZHONG ZHONG NOODLES 568 MAIN STREET,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0
AKURA SUSHI 39 EAST   31 STREET,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
AKURA SUSHI 39 EAST   31 STREET,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
AKURA SUSHI 39 EAST   31 STREET,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
AKURA SUSHI 39 EAST   31 STREET,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
AKURA SUSHI 39 EAST   31 STREET,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
AKURA SUSHI 39 EAST   31 STREET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKURA SUSHI 39 EAST   31 STREET,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
EASY CORNER 101 WEST  136 STREET,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
EASY CORNER 101 WEST  136 STREET,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
EASY CORNER 101 WEST  136 STREET,2,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
EASY CORNER 101 WEST  136 STREET,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
EASY CORNER 101 WEST  136 STREET,4,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
EASY CORNER 101 WEST  136 STREET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EASY CORNER 101 WEST  136 STREET,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMSTERDAM SUSHI 1518 AMSTERDAM AVENUE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
AMSTERDAM SUSHI 1518 AMSTERDAM AVENUE,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
AMSTERDAM SUSHI 1518 AMSTERDAM AVENUE,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
AMSTERDAM SUSHI 1518 AMSTERDAM AVENUE,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
AMSTERDAM SUSHI 1518 AMSTERDAM AVENUE,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
AMSTERDAM SUSHI 1518 AMSTERDAM AVENUE,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
AMSTERDAM SUSHI 1518 AMSTERDAM AVENUE,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
BREAD N WINE 1415 LEXINGTON AVENUE,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
BREAD N WINE 1415 LEXINGTON AVENUE,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
BREAD N WINE 1415 LEXINGTON AVENUE,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
BREAD N WINE 1415 LEXINGTON AVENUE,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
BREAD N WINE 1415 LEXINGTON AVENUE,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
BREAD N WINE 1415 LEXINGTON AVENUE,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
BREAD N WINE 1415 LEXINGTON AVENUE,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
BARDOUGH 350 WEST   46 STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARDOUGH 350 WEST   46 STREET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARDOUGH 350 WEST   46 STREET,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BARDOUGH 350 WEST   46 STREET,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
BARDOUGH 350 WEST   46 STREET,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
BARDOUGH 350 WEST   46 STREET,5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
BARDOUGH 350 WEST   46 STREET,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELSA LA REINA DEL CHICHARRON 4840 BROADWAY,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
ELSA LA REINA DEL CHICHARRON 4840 BROADWAY,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
ELSA LA REINA DEL CHICHARRON 4840 BROADWAY,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
ELSA LA REINA DEL CHICHARRON 4840 BROADWAY,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
ELSA LA REINA DEL CHICHARRON 4840 BROADWAY,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
ELSA LA REINA DEL CHICHARRON 4840 BROADWAY,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
ELSA LA REINA DEL CHICHARRON 4840 BROADWAY,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
251 GINZA SUSHI 251 EAST   35 STREET,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
251 GINZA SUSHI 251 EAST   35 STREET,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
251 GINZA SUSHI 251 EAST   35 STREET,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
251 GINZA SUSHI 251 EAST   35 STREET,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
251 GINZA SUSHI 251 EAST   35 STREET,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
251 GINZA SUSHI 251 EAST   35 STREET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251 GINZA SUSHI 251 EAST   35 STREET,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
POPEYES 96 WALKER STREET,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
POPEYES 96 WALKER STREET,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
POPEYES 96 WALKER STREET,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
POPEYES 96 WALKER STREET,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
POPEYES 96 WALKER STREET,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
POPEYES 96 WALKER STREET,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
POPEYES 96 WALKER STREET,6,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
RIVER THAI & BEYOND 1766 AMSTERDAM AVENUE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0
RIVER THAI & BEYOND 1766 AMSTERDAM AVENUE,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0
RIVER THAI & BEYOND 1766 AMSTERDAM AVENUE,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0
RIVER THAI & BEYOND 1766 AMSTERDAM AVENUE,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0
RIVER THAI & BEYOND 1766 AMSTERDAM AVENUE,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0
RIVER THAI & BEYOND 1766 AMSTERDAM AVENUE,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
RIVER THAI & BEYOND 1766 AMSTERDAM AVENUE,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
WHITE HORSE TAVERN 567 HUDSON STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITE HORSE TAVERN 567 HUDSON STREET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITE HORSE TAVERN 567 HUDSON STREET,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WHITE HORSE TAVERN 567 HUDSON STREET,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
WHITE HORSE TAVERN 567 HUDSON STREET,4,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
WHITE HORSE TAVERN 567 HUDSON STREET,5,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
WHITE HORSE TAVERN 567 HUDSON STREET,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TULCIMEXICO RESTAURANT 2798 8 AVENUE,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TULCIMEXICO RESTAURANT 2798 8 AVENUE,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TULCIMEXICO RESTAURANT 2798 8 AVENUE,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TULCIMEXICO RESTAURANT 2798 8 AVENUE,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TULCIMEXICO RESTAURANT 2798 8 AVENUE,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TULCIMEXICO RESTAURANT 2798 8 AVENUE,5,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
TULCIMEXICO RESTAURANT 2798 8 AVENUE,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
GYU-KAKU RESTAURANT 620 AMSTERDAM AVENUE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
GYU-KAKU RESTAURANT 620 AMSTERDAM AVENUE,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
GYU-KAKU RESTAURANT 620 AMSTERDAM AVENUE,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
GYU-KAKU RESTAURANT 620 AMSTERDAM AVENUE,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
GYU-KAKU RESTAURANT 620 AMSTERDAM AVENUE,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
GYU-KAKU RESTAURANT 620 AMSTERDAM AVENUE,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
GYU-KAKU RESTAURANT 620 AMSTERDAM AVENUE,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
LITTLE WAYS 343 WEST BROADWAY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LITTLE WAYS 343 WEST BROADWAY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
LITTLE WAYS 343 WEST BROADWAY,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
LITTLE WAYS 343 WEST BROADWAY,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
LITTLE WAYS 343 WEST BROADWAY,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
LITTLE WAYS 343 WEST BROADWAY,5,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
LITTLE WAYS 343 WEST BROADWAY,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THE BEST SICHUAN 47 WEST   39 STREET,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
THE BEST SICHUAN 47 WEST   39 STREET,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
THE BEST SICHUAN 47 WEST   39 STREET,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
THE BEST SICHUAN 47 WEST   39 STREET,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
THE BEST SICHUAN 47 WEST   39 STREET,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
THE BEST SICHUAN 47 WEST   39 STREET,5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
THE BEST SICHUAN 47 WEST   39 STREET,6,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
SUBCONSCIOUS 1213 AMSTERDAM AVENUE,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
SUBCONSCIOUS 1213 AMSTERDAM AVENUE,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
SUBCONSCIOUS 1213 AMSTERDAM AVENUE,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
SUBCONSCIOUS 1213 AMSTERDAM AVENUE,3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
SUBCONSCIOUS 1213 AMSTERDAM AVENUE,4,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
SUBCONSCIOUS 1213 AMSTERDAM AVENUE,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
SUBCONSCIOUS 1213 AMSTERDAM AVENUE,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
JOJU 555 5TH AVE,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
JOJU 555 5TH AVE,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
JOJU 555 5TH AVE,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
JOJU 555 5TH AVE,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
JOJU 555 5TH AVE,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
JOJU 555 5TH AVE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JOJU 555 5TH AVE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilly's Cocktail and Wines 50 WEST   72 STREET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
Lilly's Cocktail and Wines 50 WEST   72 STREET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
Lilly's Cocktail and Wines 50 WEST   72 STREET,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
Lilly's Cocktail and Wines 50 WEST   72 STREET,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lilly's Cocktail and Wines 50 WEST   72 STREET,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
Lilly's Cocktail and Wines 50 WEST   72 STREET,5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Lilly's Cocktail and Wines 50 WEST   72 STREET,6,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
KARAHI INDIAN CUISINE 803 9 AVENUE,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0
KARAHI INDIAN CUISINE 803 9 AVENUE,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0
KARAHI INDIAN CUISINE 803 9 AVENUE,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0
KARAHI INDIAN CUISINE 803 9 AVENUE,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0
KARAHI INDIAN CUISINE 803 9 AVENUE,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0
KARAHI INDIAN CUISINE 803 9 AVENUE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0
KARAHI INDIAN CUISINE 803 9 AVENUE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0
HUTONG 731 LEXINGTON AVENUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
HUTONG 731 LEXINGTON AVENUE,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
HUTONG 731 LEXINGTON AVENUE,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
HUTONG 731 LEXINGTON AVENUE,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
HUTONG 731 LEXINGTON AVENUE,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
HUTONG 731 LEXINGTON AVENUE,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
HUTONG 731 LEXINGTON AVENUE,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
NOLITA PIZZA 68 KENMARE STREET,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
